head,tail,relation,edge_direction,evidence_count,mean_confidence,max_confidence,edge_score,evidence
Adolphine,Sigiswald,romantic,undirected,12,0.9780326133333334,0.99501365,2.508604123145761,"Infobox field family/Spouse: Nahelache (First Wife, Former Second Wife) Adolphine (First Wife, Former) Rozemyne (Engaged, Cancelled) | With Eglantine now removed from his consideration for a first wife, Sigiswald gets engaged with Adolphine of Drewanchel. | Infobox field family/Spouse: Prince Sigiswald (Former)"
Ferdinand,Heisshitze,enemy_rival,undirected,2,0.983403375,0.99053675,1.0803790324926934,"Fellow students like Henrik and Eckhart were immensely impressed by his achievements, and Heisshitze of Dunkelfelger came to view him as a rival. | During their time in the academy Heisshitze and several other Dunkelfelger knights made it their goal to rescure Ferdinand from the abuse he suffered from Lady Veronica and her faction."
Cornelius,Rozemyne,service_retainer,directed,2,0.9833088,0.989242,1.0802751312354926,"Cornelius (コルネリウス, Koruneriusu) is an archknight from Ehrenfest who serves his younger sister Rozemyne as a guard knight. | Infobox field occupation: Knight Rozemyne's Guard Knight"
Adolphine,Oderkunst,service_retainer,directed,2,0.9832021,0.9983498,1.0801579093042917,"*Oderkunst - A sovereign scholar, formerly of Drewanchel, who was assigned as her retainer upon her marriage to Prince Sigiswald. | However, her retainer Oderkunst warns her that a more effective potion may simply prompt the royal family to work her even harder."
Grausam,Matthias,family,undirected,2,0.9831589199999999,0.98945004,1.080110471225667,Infobox field family/Father: Grausam (Deceased) | Infobox field family/Son: Unnamed Eldest Son (Deceased) Janrik (Deceased) Matthias
Lutz,Tuuli,romantic,undirected,2,0.9831470499999999,0.983269,1.0800974306978004,Infobox field family/Spouse: Tuuli (Engaged) | Infobox field family/Spouse: Lutz (Engaged)
Adelbert,Georgine,family,undirected,2,0.98313052,0.98747444,1.0800792706366689,"Infobox field family/Father: Adelbert (Deceased) | With his first wife Veronica, Adelbert had three children: Georgine, Constanze and Sylvester."
Nikolaus,Siegrecht,family,undirected,2,0.98312108,0.99679416,1.0800688997366639,"Infobox field family/Relatives: Traugott (Cousin) Previous Count Leisegang (Great-Grandfather, Deceased) Siegrecht (Nephew) | Infobox field family/Uncle: Eckhart Cornelius Nikolaus"
Rudiger,Veronica,family,undirected,2,0.9825902500000001,0.9940619,1.0794857233754702,"Infobox field family/Offspring: Wilfried (Grandson) Rozemyne (Granddaughter, Adoptive) Charlotte (Granddaughter) Melchior (Grandson) Henriette (Granddaughter) Wolfram (Grandson, Deceased) Detlinde (Granddaughter) Rudiger (Grandson) Alstede (Granddaughter) Benedikta (Great-Granddaugher) | Infobox field family/Grandmother: Veronica"
Constanze,Irmhilde,family,undirected,2,0.98253985,0.9908042,1.0794303533161214,Infobox field family/Relatives: Georgine (Niece) Constanze (Niece) Sylvester (Nephew) | Infobox field family/Aunt: Irmhilde (Deceased) Unnamed Woman (Deceased)
Georgine,Janrik,enemy_rival,undirected,2,0.982307,0.9894042,1.079174541444705,"The following winter, Aub Ehrenfest enacts a purge of the former Veronica faction, with anyone who is name-sworn to Georgine or who committed severe crimes against the archducal family and duchy being executed. | His nephew was killed by someone, before Bonifatius and his forces were able to subdue and capture the family and their guards, presumably killed by his own family to cover any traces to Georgine."
Sigiswald,Trauerqual,family,undirected,2,0.98195385,0.991193,1.0787865665149619,"He is the father of the three former princes, Sigiswald, Anastasius, and Hildebrand. | After some hard work on his part, Anastasius also manages to convince King Trauerqual, Aub Klassenberg, and Eglantine's biological grandfather and adoptive father, the Previous Aub Klassenberg to agree to this arrangement, making it official."
Giebe Kirnberger,Alexis,service_retainer,directed,2,0.9817591,0.98937726,1.0785726117717436,"Several years later Lord Wilfried lost many of his retainers, giving Alexis the chance to become his guard knight, at Lamprecht's invitation. | Upon learning this, Giebe Kirnberger assigned one of his veteran knights to give Alexis extra lessons and training, so he would be a worthy retainer to a member of the archducal family."
Marthe,Rick,family,undirected,2,0.98167923,0.98463583,1.0784848656082477,Infobox field family/Sister: Marthe | He is the older brother of Marthe.
Adolphine,Detlinde,enemy_rival,undirected,2,0.981568775,0.98963785,1.0783635183879028,"Charlotte soon diffuses the tension and changes the subject to Ehrenfest's romance stories, but Detlinde appears to hold a grudge against Adolphine afterward. | When Detlinde tries to pressure Rozemyne for a hairpin of her own, Adolphine steps in and sharply chastises her rudeness."
Lungtase,Magdalena,family,undirected,2,0.98119655,0.9945844,1.0779545874287533,Infobox field family/Relatives: Lestilaut (Nephew) Hannelore (Niece) Raufereg (Nephew) Lungtase (Niece) Kenntrips (Nephew) Rasantark (Nephew) Codenest (Nephew) | Infobox field family/Aunt: Magdalena
Rozemyne,Tuuli,family,undirected,2,0.98116285,0.9828636,1.0779175641946253,"Infobox field family/Sister: Myne (Legally Deceased) | Infobox field family/Sister: Charlotte (Adoptive) Henriette (Adoptive) Heidemarie (Baptismal, In-Law, Deceased) Tuuli (Biological) Aurelia (In-Law)"
Bonifatius,Lamprecht,family,undirected,2,0.98109145,0.9947404,1.0778391232772144,"Infobox field family/Offspring: Eckhart (Grandson) Lamprecht (Grandson) Cornelius (Grandson) Rozemyne (Granddaughter) Traugott (Grandson) Nikolaus (Grandson) Siegrecht (Great-Grandson, Lamprecht's Son) | Infobox field family/Grandfather: Bonifatius"
Fran,Margaret,enemy_rival,undirected,2,0.9810285999999999,0.9895856,1.0777700754948716,"She seemed to have a preference for young and slim boys, with Fran being her most frequent victim. | Although Fran didn't realize it, this experience earned him the intense hatred of Arno, a fellow gray priest who served Sister Margaret alongside him."
Adrett,Rozemyne,service_retainer,directed,2,0.980802595,0.98554623,1.0775217836245712,"During her next term at the Royal Academy, Lady Rozemyne takes Adrett along with her to the academy, to serve her as a kind of retainer and scholar, alongside her Human personnel. | Infobox field occupation: Library Magic Tool Rozemyne's Pseudo-Retainer"
Adelbert,Constanze,family,undirected,2,0.9806532699999999,0.9841859,1.0773577333445656,"Infobox field family/Father: Adelbert (Deceased) | With his first wife Veronica, Adelbert had three children: Georgine, Constanze and Sylvester."
Ferdinand,Lasfam,service_retainer,directed,2,0.98056002,0.99631554,1.0772552877486474,"Ferdinand also accepted Justus, Eckhart and Lasfam as his retainers after joining the Royal Academy. | *Lasfam - An attendant at Ferdinand’s personal estate."
Lasfam,Ferdinand,service_retainer,directed,2,0.980426665,0.99632853,1.077108782306892,"Infobox field occupation: Attendant Ferdinand’s Retainer (Former and Current) Rozemyne's Retainer (Former) | Lasfam (ラザファム, Razafamu) is an attendant who manages Ferdinand's personal estate in the Noble’s Quarter of Ehrenfest."
Anastasius,Nahelache,family,undirected,2,0.9799340000000001,0.9848685,1.0765675344836956,"Infobox field family/Relatives: Eglantine (Cousin) Nahelache's Son (Nephew) | Infobox field family/Sister: Trauerqual's Daughter (Deceased) Nahelache (In-Law) Adolphine (In-Law, Former)"
Previous Count Leisegang,Trudeliede,family,undirected,2,0.9796636000000001,0.9825279,1.0762704697208396,"Infobox field family/Relatives: Elvira (Granddaughter, In-Law) Trudeliede (Granddaughter, In-Law) Rozemary (Granddaughter-In-Law, Deceased) Heidemarie (Great-Granddaughter, In-Law, Deceased) Aurelia (Great-Granddaughter, In-Law) | Infobox field family/Grandfather: Previous Count Leisegang (In-Law, Deceased)"
Ymir,Ferdinand,service_retainer,directed,2,0.9794134000000001,0.9878999,1.075995596926215,Ymir was formerly an attendant of Ferdinand until he resigned his position as High Priest and moved to Ahrensbach for his marriage. | Infobox field occupation: Gray Priest Ferdinand's Attendant (Former)
Adolphine,Nahelache,romantic,undirected,2,0.9793622200000001,0.98264414,1.075939369949281,"A short time before her husband is to marry Lady Adolphine of Drewanchel, Nahelache gives birth to her and Sigiswald's first child. | Shortly before Adolphine and Prince Sigiswald are due to be married at the Archduke Conference, the prince informs her that his second wife Nahelache has recently given birth."
Adolphine,Hildebrand,family,undirected,2,0.979237335,0.98557067,1.0758021697536104,"Infobox field family/Sister: Trauerqual's Daughter (Deceased) Eglantine (Half-Sister, In-Law) Nahelache (Half-Sister, In-Law) Adolphine (Half-Sister, In-Law, Former) | Infobox field family/Brother: Ortwin Anastasius (In-Law) (Former) Hildebrand (Half-Brother, In-Law) (Former)"
Laura,Tuuli,friend_ally,undirected,2,0.97922065,0.9843215,1.075783839407574,"She is a friend of Tuuli, who grew up living near Myne's family in the lower city. | When Tuuli is contemplating moving to the Gilberta Company as a leherl apprentice, she avoids mentioning it to Laura and her other lower city friends."
Florencia,Rudiger,family,undirected,2,0.97916783,0.98910856,1.0757258107064867,"Infobox field family/Aunt: Florencia Georgine (Deceased) | Infobox field family/Relatives: Rudiger (Nephew) Detlinde (Niece, In-Law) Wolfram (Nephew, In-Law, Deceased) Alstede (Niece, In-Law) Several Unnamed Nieces (In-Law)"
Cordula,Sieglinde,service_retainer,directed,2,0.9789462,0.995394,1.075482325264949,"Infobox field occupation: Hannelore's Head Attendant Sieglinde's Retainer (Former) | Before being assigned to Lady Hannelore, Cordula was one of Lady Sieglinde's attendants."
Bonifatius,Nikolaus,family,undirected,2,0.97891125,0.995112,1.0754439287654602,"Infobox field family/Offspring: Eckhart (Grandson) Lamprecht (Grandson) Cornelius (Grandson) Rozemyne (Granddaughter) Traugott (Grandson) Nikolaus (Grandson) Siegrecht (Great-Grandson, Lamprecht's Son) | Infobox field family/Grandfather: Bonifatius"
Muriella,Elvira,service_retainer,directed,2,0.978803165,0.99600023,1.0753251852562395,"Infobox field occupation: Scholar Elvira's Retainer Royal Academy Student (Former) Rozemyne's Retainer (Former) | Ever since first laying eyes upon one of Lady Elvira's romance novels, Muriella wished she could serve her."
Muriella,Rozemyne,service_retainer,directed,2,0.978558985,0.99483067,1.0750569261075926,"Infobox field occupation: Scholar Elvira's Retainer Royal Academy Student (Former) Rozemyne's Retainer (Former) | After giving her name to Elvira, Muriella serves her new lady as a retainer, but is lent to Rozemyne, while they are at the Royal Academy ."
Brigitte,Helfried,family,undirected,2,0.97802745,0.984388,1.0744729752247353,"Other nobles tried to use his inexperience to take over the province by marrying his sister, Brigitte. | Infobox field family/Sister: Brigitte"
Detlinde,Gieselfried,family,undirected,2,0.9778617949999999,0.98755485,1.074290984606056,"Infobox field family/Father: Gieselfried (Deceased) | Infobox field family/Daughter: Unnamed Daughter (with First Wife, & Letizia's Mother) Detlinde Alstede Several Unnamed Daughters Letizia (Adoptive)"
Ferdinand,Valamarlene,family,undirected,2,0.9776108,0.9820072,1.0740152384146617,"Infobox field family/Aunt: Irmhilde (Deceased) Valamarlene (Deceased) | Infobox field family/Relatives: Ferdinand (Nephew) Unnamed boy (Nephew, Deceased)"
Grausam,Janrik,family,undirected,2,0.977426885,0.983204,1.0738131871355914,Infobox field family/Father: Grausam (Deceased) | Infobox field family/Son: Unnamed Eldest Son (Deceased) Janrik (Deceased) Matthias
Lestilaut,Magdalena,family,undirected,2,0.97729803,0.99375856,1.073671625449135,Infobox field family/Relatives: Lestilaut (Nephew) Hannelore (Niece) Raufereg (Nephew) Lungtase (Niece) Kenntrips (Nephew) Rasantark (Nephew) Codenest (Nephew) | Infobox field family/Aunt: Magdalena
Barthold,Veronica,enemy_rival,undirected,2,0.977268,0.9865133,1.0736386341221063,"He is practically a worshipper of Veronica, and as such, has a very strong dislike of Sylvester for imprisoning her. | In the beginning of Rozemyne's third year at the Royal Academy, the students are informed about the coming purge of the Veronica faction."
Magdalena,Raufereg,family,undirected,2,0.97722373,0.9944349,1.0735899985560868,Infobox field family/Relatives: Lestilaut (Nephew) Hannelore (Niece) Raufereg (Nephew) Lungtase (Niece) Kenntrips (Nephew) Rasantark (Nephew) Codenest (Nephew) | Infobox field family/Aunt: Magdalena
Cornelius,Siegrecht,family,undirected,2,0.976974715,0.99551743,1.0733164276170242,"Infobox field family/Relatives: Traugott (Cousin) Previous Count Leisegang (Great-Grandfather, Deceased) Siegrecht (Nephew) | Infobox field family/Uncle: Eckhart Cornelius Nikolaus"
Elvira,Siegrecht,family,undirected,2,0.9764608699999999,0.99232084,1.0727519111855535,Infobox field family/Relatives: Karstedt (Grandfather) Elvira (Grandmother) Bonifatius (Great-Grandfather) | Infobox field family/Offspring: Siegrecht (Grandson)
Viscount Dahldolf,Myne,service_retainer,directed,2,0.97621245,0.9948968,1.0724789939208026,"Some time later, Shikikoza participated in a trombe extermination as a knight, where he was assigned to guard Myne. | He also pays a “hefty fee,” which covers half the cost of Myne’s replacement ceremonial robes."
Aub Klassenberg,Gentiane,family,undirected,2,0.97574527,0.97676224,1.0719657442317827,"Gentiane (ジャンシアーヌ) is an archduke candidate from Klassenberg, being the daughter of Aub Klassenberg and his third wife. | Infobox field family/Father: Aub Klassenberg"
Eckhart,Siegrecht,family,undirected,2,0.9755824500000001,0.99581134,1.071786868178942,"Infobox field family/Relatives: Traugott (Cousin) Previous Count Leisegang (Great-Grandfather, Deceased) Siegrecht (Nephew) | Infobox field family/Uncle: Eckhart Cornelius Nikolaus"
Eckhart,Rozemyne,family,undirected,2,0.97488363,0.9939346,1.0710191359393748,"He is also the oldest child of Karstedt and Elvira and the older brother of Lamprecht, Cornelius, and Rozemyne. | Infobox field family/Sister: Rozemyne Aurelia (In-Law)"
Constanze,Veronica,family,undirected,2,0.97462335,0.98618096,1.0707331891328802,"She is the mother of Georgine, Constanze and Sylvester. | Infobox field family/Mother: Veronica"
Ferdinand,Gervasio,family,undirected,2,0.97459998,0.97670436,1.070707514563694,Infobox field family/Uncle: Bezewanst (In-Law) (Deceased) Bonifatius Gervasio | Infobox field family/Relatives: Ferdinand (Nephew) Leonzio (Cousin)
Ralfrieda,Trauerqual,romantic,undirected,2,0.9744622000000001,0.9798114,1.0705561477625614,"Infobox field family/Spouse: Magdalena (First Wife, Former Third Wife) Clementia (Second Wife) Ralfrieda (Third Wife , Former First Wife ) | However for political reasons, and to reward Magdalena for the crucial role she played in bringing down the traitor, Trauerqual decides to demote Ralfrieda to third wife, and has Magdalena take the place of his first."
Bonifatius,Cornelius,family,undirected,2,0.974434835,0.9947659,1.070526084237282,"Infobox field family/Offspring: Eckhart (Grandson) Lamprecht (Grandson) Cornelius (Grandson) Rozemyne (Granddaughter) Traugott (Grandson) Nikolaus (Grandson) Siegrecht (Great-Grandson, Lamprecht's Son) | Infobox field family/Grandfather: Bonifatius"
Gloria,Shikikoza,romantic,undirected,2,0.974415475,0.97569615,1.0705048151033734,"Shikza was born to Gloria when she was the second wife of Viscount Dahldolf. | Gloria married the mednoble Viscount Dahldolf as a second wife, and the couple had a son named Shikikoza."
Ella,Nicola,friend_ally,undirected,2,0.97437067,0.9835278,1.0704555917797796,Monika and Nicola were recommended and spent the winter cooking with Ella. | Myne asked Rosina to have Wilma recommend two grey apprentice shrine maidens to help Ella.
Melchior,Rozemyne,family,undirected,2,0.97434893,0.9779374,1.0704317079486239,"His father has decided that upon Rozemyne's coming-of-age and subsequent abdication of her post as High Bishop, Melchior will take over the position. | Infobox field family/Sister: Rozemyne (adoptive) Charlotte Henriette"
Gloria,Myne,enemy_rival,undirected,2,0.97429022,0.9764617,1.0703672084211562,"After her son’s death, she came to bear a strong grudge against Myne. | Gloria developed a strong grudge against Myne and Ferdinand, holding them personally responsible for her son's death."
Aub Klassenberg,Eglantine,family,undirected,2,0.9742901900000001,0.99139273,1.0703671754627875,Infobox field family/Sister: Eglantine's Mother (Deceased) Eglantine (Adoptive) | Infobox field family/Relatives: Eglantine (Niece)
Gabriele,Veronica,family,undirected,2,0.974227815,0.9839018,1.0702986495212818,Infobox field family/Mother: Gabriele (Deceased) | Infobox field family/Daughter: Veronica
Gieselfried,Martina,family,undirected,2,0.9740294249999999,0.991844,1.070080695829333,"Infobox field family/Relatives: Letizia (Granddaughter, Biological) Benedikta (Granddaughter) Aurelia (Niece) Martina (Niece) Lamprecht (Nephew, In-Law) | Infobox field family/Uncle: Gieselfried (Deceased)"
Leckle,Gunther,service_retainer,directed,2,0.9739722,0.9754885,1.0700178277411139,"This led Leckle to complain to his superior captain Gunther, who in turn decided to talk to Otto and ask him to take on some more apprentices for doing paperwork. | Leckle is among the group of soldiers that Gunther brings along to guard the coaches when grey priests and shrine maidens move between the capital and Hasse."
Eglantine,Nahelache,family,undirected,2,0.973871735,0.98859173,1.069907455657533,"Infobox field family/Relatives: Anastasius (Cousin) Sigiswald (Cousin) Hildebrand (Cousin) Nahelache's Son (Nephew) | Infobox field family/Sister: Unnamed Older Sister (Deceased) Trauerqual's Daughter (In-Law) Nahelache (In-Law) Adolphine (In-Law, Former)"
Adolphine,Anastasius,family,undirected,2,0.973499235,0.97725713,1.069498222580004,"Infobox field family/Sister: Trauerqual's Daughter (Deceased) Nahelache (In-Law) Adolphine (In-Law, Former) | Infobox field family/Brother: Ortwin Anastasius (In-Law) (Former) Hildebrand (Half-Brother, In-Law) (Former)"
Hildebrand,Waldifried,family,undirected,2,0.973382875,0.9856371,1.0693703880540946,"Infobox field family/Relatives: Sigiswald (Nephew) Anastasius (Nephew) Hildebrand (Nephew) Nahelache (Niece, In-Law) Eglantine (Niece) | Infobox field family/Uncle: Aub Dunkelfelger Waldifried (Deceased)"
Hartmut,Leonore,family,undirected,2,0.9732649200000001,0.99456584,1.0692408012415848,"Infobox field family/Relatives: Previous Count Leisegang (Great-Grandfather, Deceased) Hartmut (Cousin) | *Hartmut is a distant blood relative of Rozemyne and several of her other retainers, including Leonore, Brunhilde, Cornelius, and Traugott , all of whom are descendants of important Liesegang faction members."
Aurelia,Gieselfried,family,undirected,2,0.9727326000000001,0.9914261,1.068655987948081,"Infobox field family/Relatives: Letizia (Granddaughter, Biological) Benedikta (Granddaughter) Aurelia (Niece) Martina (Niece) Lamprecht (Nephew, In-Law) | Infobox field family/Uncle: Gieselfried (Deceased) Claudio (In-Law)"
Brigitte,Hassheit,romantic,undirected,2,0.97273105,0.9890408,1.0686542850990335,"Infobox field family/Spouse: Brigitte (Former fiancée) | After hearing about Brigitte's circumstances, Rozemyne creates a new dress that flatters her body type more than the current fashion, hoping it will help her win a new fiancé in spite of her damaged reputation."
Bonifatius,Eckhart,family,undirected,2,0.97263642,0.9942731,1.0685503234181568,"Infobox field family/Offspring: Eckhart (Grandson) Lamprecht (Grandson) Cornelius (Grandson) Rozemyne (Granddaughter) Traugott (Grandson) Nikolaus (Grandson) Siegrecht (Great-Grandson, Lamprecht's Son) | Infobox field family/Grandfather: Bonifatius"
Karla,Sieg,family,undirected,2,0.972497555,0.97267795,1.068397764622691,Infobox field family/Son: Zasha Sieg Ralph Lutz | Infobox field family/Mother: Karla
Cassandra,Grausam,family,undirected,2,0.97214595,0.9889426,1.068011487048934,Infobox field family/Relatives: Barthold (Nephew) Cassandra (Niece) | Infobox field family/Mother: Grausam's Sister
Albsenti,Rundsein,family,undirected,2,0.97195042,0.98922324,1.0677966753881305,"Seeing this magic tool as the crystallization of his mother's love, Neigenheit chose to bestow it upon his own son Rundsein, rather than have him obtain his own Grutrissheit through proper means, despite Rundsein being omni-elemental. | Infobox field family/Grandmother: Albsenti"
Freida,Gustav,family,undirected,2,0.97181785,0.97374016,1.0676510323570219,"Her grandfather Gustav was determined to save her life, and he used his vast wealth and connections as the leader of the Merchant's Guild to buy magic tools that could prolong her lifespan. | Infobox field family/Offspring: Freida (Granddaughter) Damian (Grandson)"
Christine,Wilma,service_retainer,directed,2,0.9716009999999999,0.9916019,1.0674127982822241,"*She was a night owl, rising late and playing music until late in the evening. *Her retainers played songs for her to wake up in the morning and getting her dressed. *She returned to the Nobles' Quarter on a regular basis. *She thinks of her time in the temple as a blissful time to enjoy. *She graduated from the Royal Academy three years before Rozemyne's entry. *In addition to Wilma and Rosina, Jenni was also one of Christine's attendants. | Wilma and Rosina became Christine's attendants due to their skill in drawing and playing harspiel, respectively."
Karstedt,Siegrecht,family,undirected,2,0.971445965,0.9911773,1.0672424749260505,Infobox field family/Relatives: Karstedt (Grandfather) Elvira (Grandmother) Bonifatius (Great-Grandfather) | Infobox field family/Offspring: Siegrecht (Grandson)
Aurelia,Karstedt,family,undirected,2,0.9712913000000001,0.9790487,1.0670725580564238,"Infobox field family/Father: Gieselfried's Younger Brother (Deceased) Karstedt (In-Law) | Infobox field family/Daughter: Heidemarie (In-Law, Deceased) Rozemyne Aurelia (In-Law)"
Gunther,Kamil,family,undirected,2,0.97054237,0.9716025,1.0662497743550714,"Infobox field family/Father: Gunther | Gunther (ギュンター, Gyuntaa) is the father of Myne, Tuuli, and Kamil, husband of Effa, and head of Myne's family."
Adolphine,Eglantine,family,undirected,2,0.9705288,0.9787973,1.0662348661863141,"Infobox field family/Sister: Eglantine (In-Law) (Former) | Infobox field family/Sister: Unnamed Older Sister (Deceased) Trauerqual's Daughter (In-Law) Nahelache (In-Law) Adolphine (In-Law, Former)"
Bezewanst,Gabriele,family,undirected,2,0.97042122,0.97916,1.0661166774762993,Infobox field family/Mother: Gabriele | Infobox field family/Son: Bezewanst (Deceased) Unnamed Son
Schwartz and Weiss,Solange,friend_ally,undirected,2,0.9701258850000001,0.9704352,1.0657922188160256,"She is having trouble powering all the protective tools in the library and is very happy when Rozemyne reactivates Schwartz and Weiss. | During Solange’s earlier years in the library, she had fond memories with Schwartz and Weiss."
Sieglinde,Werdekraf,romantic,undirected,2,0.97001618,0.98483026,1.065671695554897,"Infobox field family/Spouse: Sieglinde (First Wife) Reichlene (Second Wife) | As such they seek an alliance with Dunkelfelger, which Werdekraf eagerly agrees to, in no small part because Rozemyne painted her planned assault as ""true ditter."" Despite their eagerness to join the fray, Sieglinde is able to reign her husband and son's passions in."
Karla,Ralph,family,undirected,2,0.9699618999999999,0.9731242,1.0656120628798682,Infobox field family/Son: Zasha Sieg Ralph Lutz | Infobox field family/Mother: Karla
Ewigeliebe,God of Darkness,romantic,undirected,2,0.96943913,0.9760256,1.0650377413337213,"When the God of Life Ewigeliebe fell in love with Geduldh, the God of Darkness gladly consented to the marriage, hoping the two would fill the world with new life. | The God of Darkness gave the two permission to marry, hoping they would fill the world with new life."
Heidemarie,Veronica,enemy_rival,undirected,2,0.9694098,0.9836596,1.0650055190352945,She was a Leisegang-aligned noble on very bad terms with Veronica. | Eckhart suspects Lady Veronica to be responsible for his wife's and child's deaths.
Fairseele,Strahl,family,undirected,2,0.96918485,0.9753262,1.0647583862009586,Infobox field family/Daughter: Fairseele | Infobox field family/Father: Strahl}}
Blasius,Georgine,family,undirected,2,0.9679845499999999,0.9856776,1.0634397218708702,"Infobox field family/Mother: Gieselfried's Second Wife (Deceased) Georgine (In-Law, Deceased) | Infobox field family/Son: Wolfram (Deceased) Blasius (In-Law)"
Florencia,Lieseleta,family,undirected,2,0.967082665,0.9769356,1.0624488999269048,"Angelica and Lieseleta's mother. *Fonbart - Retainer who contacted the vice commander during the Defense of Ehrenfest. | *Lieseleta loves shumil so much that she made clothes for her pet shumils. *Her father served the Sixth Aub Ehrenfest before his death, while her mother serves Florencia."
Gabriele,Previous Count Leisegang,romantic,undirected,2,0.96689135,0.9732118,1.0622387189168985,"Despite having been wed as the first wife, the arrival of Gabriele of Ahrensbach led to her being demoted to the position of second wife. | To this end, he reveals that should there ever be another incident like with Gabriele, with a woman from a higher-ranked duchy forcing a marriage with Wilfried resulting in Rozemyne's demotion to second wife, any child of Rozemyne and him would be adopted by Sylvester to preserve their archduke candidate status, even though this would almost assuredly enrage the new bride and her duchy."
Corinna,Milda,family,undirected,2,0.9666484500000001,0.9770313,1.061971865991981,Infobox field family/Sister: Corinna | Infobox field family/Sister: Milda (In-Law)
Rozemyne,Uderick,romantic,undirected,2,0.9664053,0.9798814,1.0617047384139913,"Thanks to the Rozemyne Mana Compression, Lieseleta's mana has grown to a capacity of an archnoble, which also opened the gap between her and her fiancé Uderick - a fellow mednoble - beyond the point, where the two are able to sense each other's mana, forcing the families to cancel it. | Upon learning that Rozemyne will most likely be adopted by the king and move to the Sovereignty, Lieseleta initially believes she will not be able to follow her lady, since she is the successor of her house and already engaged."
Flutrane,God of Darkness,romantic,undirected,2,0.9658484,0.9725061,1.061092921230432,"The God of Darkness gave the two permission to marry, hoping they would fill the world with new life. | When he met the Goddess of Light, they married and had four children: Flutrane, the Goddess of Water; Leidenschaft, the God of Fire; Schutzaria, Goddess of Wind; and Geduldh, Goddess of Earth."
Nikolaus,Trudeliede,family,undirected,2,0.96549117,0.9692397,1.060700463962551,"Infobox field family/Mother: Trudeliede | This surprises Cornelius, who points out that this will very likely upset his mother, to which Nikolaus replies that Trudeliede ""bothers me as much as does any of you,"" indicating that his relationship to his mother is rather strained."
Nahelache,Ralfrieda,family,undirected,2,0.96515297,0.9738618,1.0603289132865235,"Infobox field family/Offspring: Stephareine (Granddaughter) Nahelache's Child (Grandson) | Infobox field family/Daughter: Adolphine (In-Law, Former), Nahelache (In-Law), Eglantine (In-Law)"
Bertram,Laurenz,family,undirected,2,0.9644072050000001,0.97232395,1.059509606693065,"Infobox field family/Brother: Laurenz (Half-Brother) Freuden (Half-Brother, Deceased) | Infobox field family/Brother: Freuden (Deceased) Bertram (Half-Brother)"
Deid,Sieg,family,undirected,2,0.96400735,0.9773481,1.0590703210763797,Infobox field family/Father: Deid | Infobox field family/Son: Zasha Sieg Ralph Lutz
Heidemarie,Siegrecht,family,undirected,2,0.96399715,0.9712676,1.0590591152310351,"Infobox field family/Aunt: Rozemyne Heidemarie (In-Law, Deceased) | Infobox field family/Relatives: Siegrecht (Nephew)"
God of Darkness,Leidenschaft,romantic,undirected,2,0.96343373,0.97471446,1.0584401350953536,"The God of Darkness gave the two permission to marry, hoping they would fill the world with new life. | When he met the Goddess of Light, they married and had four children: Flutrane, the Goddess of Water; Leidenschaft, the God of Fire; Schutzaria, Goddess of Wind; and Geduldh, Goddess of Earth."
Deid,Ralph,family,undirected,2,0.9631136149999999,0.97483283,1.0580884528225667,Infobox field family/Father: Deid | Infobox field family/Son: Zasha Sieg Ralph Lutz
Myne,Viscount Dahldolf,family,undirected,2,0.96301495,0.9709211,1.0579800582411054,"As stipulated by the magic contract Viscount Dahldolf signs after Shikikoza’s execution, he and his family are prohibited from approaching Myne. | Aub Ehrenfest signed an agreement with Viscount Dahldolf that pardoned the rest of his family from collective punishment in exchange for their promise never to approach Myne again."
Flutrane,Schutzaria,family,undirected,2,0.962978175,0.9636126,1.0579396567741897,Infobox field family/Sister: Schutzaria Geduldh | Infobox field family/Sister: Flutrane Geduldh
Gieselfried,Letizia's Brother,family,undirected,2,0.9620879,0.96835876,1.0569615897188955,Infobox field family/Grandfather: Gieselfried (Deceased) | Infobox field family/Grandmother: Gieselfried's First Wife (Deceased)
Shikikoza,Viscount Dahldolf,romantic,undirected,2,0.9619369200000001,0.9732762,1.0567957212355525,"Shikza was born to Gloria when she was the second wife of Viscount Dahldolf. | He later married an ambitious noblewoman named Gloria as his second wife, and had a second son named Shikikoza."
Adolphine,Trauerqual,family,undirected,2,0.9616808,0.9702712,1.0565143446561787,Infobox field family/Father: Aub Drewanchel Trauerqual (In-Law) (Former) | Infobox field family/Daughter: Unnamed Daughter (Deceased) Nahelache (In-Law) Eglantine (In-Law) Adolphine (in-Law)
Jeremias,Viscount Dahldolf,family,undirected,2,0.96080213,0.96368176,1.0555490269964947,Infobox field family/Son: Shikza (Deceased) Jeremias | Infobox field family/Father: Viscount Dahldolf
Constanze,Florencia,family,undirected,2,0.959903385,0.96974957,1.0545616546951158,Infobox field family/Sister: Georgine (Deceased) Florencia (In-Law) | Infobox field family/Sister: Constanze (In-Law) Georgine (In-Law)
Adelbert,Bonifatius,family,undirected,2,0.95795677,0.9605269,1.05242307953481,"Imhilde, Bonifatius and Adelbert's half-sister from another mother, presumably the Fifth Aub Ehrenfest's second or third wife, was engaged with her half-brother Adelberg to become his second wife. | However, Bonifatius and his son Karstedt remained in line the of succession should the archduke die without producing any heirs."
