head,tail,context,section,source_type,weak_label,weak_label_source,label,pair_id,candidate_id,text_basic,text_marked,llm_judge_raw_response,llm_judge_parse_status,llm_judge_model
Adelbert,Ferdinand,"Although the circumstances surrounding the event are unclear, Adelbert attributed it to ""the guidance of the Goddess of Time."" He believed that raising Ferdinand as his son would greatly benefit the future of the duchy.",History,prose,family,keyword:\bson\b,family,Adelbert || Ferdinand,cand_002585,"Although the circumstances surrounding the event are unclear, Adelbert attributed it to ""the guidance of the Goddess of Time."" He believed that raising Ferdinand as his son would greatly benefit the future of the duchy.","section=History source=prose Although the circumstances surrounding the event are unclear, [HEAD] Adelbert [/HEAD] attributed it to ""the guidance of the Goddess of Time."" He believed that raising [TAIL] Ferdinand [/TAIL] as his son would greatly benefit the future of the duchy.",family,parsed,google/gemma-2-2b-it
Raufereg,Rauffen,"Hannelore gives a signal and the match is ultimately decided with the betrayal of Lungtase's retainers throwing Raufereg's gewinnen piece out of bounds, with Professor Rauffen declaring Rasantark the winner.",[[Hannelore's Fifth Year at the Royal Academy Volume 2,prose,service_retainer,keyword:\bretainers\b,enemy_rival,Raufereg || Rauffen,cand_002586,"Hannelore gives a signal and the match is ultimately decided with the betrayal of Lungtase's retainers throwing Raufereg's gewinnen piece out of bounds, with Professor Rauffen declaring Rasantark the winner.","section=[[Hannelore's Fifth Year at the Royal Academy Volume 2 source=prose Hannelore gives a signal and the match is ultimately decided with the betrayal of Lungtase's retainers throwing [HEAD] Raufereg [/HEAD]'s gewinnen piece out of bounds, with Professor [TAIL] Rauffen [/TAIL] declaring Rasantark the winner.",enemy_rival,parsed,google/gemma-2-2b-it
Shikikoza,Gloria,"Furthermore, his mother Gloria also greatly disrespects commoners, making his abuse of them even worse.",Personality,prose,family,keyword:\bmother\b,family,Shikikoza || Gloria,cand_002587,"Furthermore, his mother Gloria also greatly disrespects commoners, making his abuse of them even worse.","section=Personality source=prose [HEAD] Shikikoza [/HEAD] Furthermore, his mother [TAIL] Gloria [/TAIL] also greatly disrespects commoners, making his abuse of them even worse.",family,parsed,google/gemma-2-2b-it
Christine,Georgine,"In the purge of the former Veronica faction and the Georgine supporters, Christine's husband is found guilty of crimes against Ehrenfest.",Story,prose,romantic,keyword:\bhusband\b,romantic,Christine || Georgine,cand_002588,"In the purge of the former Veronica faction and the Georgine supporters, Christine's husband is found guilty of crimes against Ehrenfest.","section=Story source=prose In the purge of the former Veronica faction and the [TAIL] Georgine [/TAIL] supporters, [HEAD] Christine [/HEAD]'s husband is found guilty of crimes against Ehrenfest.",romantic,parsed,google/gemma-2-2b-it
Monika,Myne,"After Myne dismissed Delia from her service, Fran asked Myne to consider taking on a new attendant, so she had someone to direct her compassion towards.",Story,prose,service_retainer,keyword:\battendant\b,service_retainer,Monika || Myne,cand_002589,"After Myne dismissed Delia from her service, Fran asked Myne to consider taking on a new attendant, so she had someone to direct her compassion towards.","section=Story source=prose [HEAD] Monika [/HEAD] After [TAIL] Myne [/TAIL] dismissed Delia from her service, Fran asked Myne to consider taking on a new attendant, so she had someone to direct her compassion towards.",service_retainer,parsed,google/gemma-2-2b-it
Charlotte,Hannelore,"Miya Kazuki chose the design because ""it's proper and no character sports similar design so far"". *Charlotte is the second character that Rozemyne referred to as an angel, after Tuuli and before Hannelore. *According to the Miya Kazuki, Rozemyne's methaphor for Charlotte would be a pretty hair ornament for formal occasions.",Trivia,prose,no_relation,keyword:none,no_relation,Charlotte || Hannelore,cand_002590,"Miya Kazuki chose the design because ""it's proper and no character sports similar design so far"". *Charlotte is the second character that Rozemyne referred to as an angel, after Tuuli and before Hannelore. *According to the Miya Kazuki, Rozemyne's methaphor for Charlotte would be a pretty hair ornament for formal occasions.","section=Trivia source=prose Miya Kazuki chose the design because ""it's proper and no character sports similar design so far"". *[HEAD] Charlotte [/HEAD] is the second character that Rozemyne referred to as an angel, after Tuuli and before [TAIL] Hannelore [/TAIL]. *According to the Miya Kazuki, Rozemyne's methaphor for Charlotte would be a pretty hair ornament for formal occasions.",no_relation,parsed,google/gemma-2-2b-it
Fran,Thore,The only time he ever lost his composure was when Thore shouted that Rozemyne has no idea what it was like to be separated from family members.,Personality,prose,no_relation,keyword:none,enemy_rival,Fran || Thore,cand_002591,The only time he ever lost his composure was when Thore shouted that Rozemyne has no idea what it was like to be separated from family members.,section=Personality source=prose [HEAD] Fran [/HEAD] The only time he ever lost his composure was when [TAIL] Thore [/TAIL] shouted that Rozemyne has no idea what it was like to be separated from family members.,enemy_rival,parsed,google/gemma-2-2b-it
Fraularm,Rozemyne,"During Rozemyne's fourth year, Fraularm repeatedly claims Rozemyne has died.",lead,prose,no_relation,keyword:none,enemy_rival,Fraularm || Rozemyne,cand_002592,"During Rozemyne's fourth year, Fraularm repeatedly claims Rozemyne has died.","section=lead source=prose During [TAIL] Rozemyne [/TAIL]'s fourth year, [HEAD] Fraularm [/HEAD] repeatedly claims Rozemyne has died.",enemy_rival,parsed,google/gemma-2-2b-it
Detlinde,Georgine,Infobox field family/Mother: Georgine (Deceased),infobox,infobox,family,infobox:family/Mother,family,Detlinde || Georgine,cand_002593,Infobox field family/Mother: Georgine (Deceased),section=infobox source=infobox [HEAD] Detlinde [/HEAD] Infobox field family/Mother: [TAIL] Georgine [/TAIL] (Deceased),family,parsed,google/gemma-2-2b-it
Neigunheit,Albsenti,He was a son of Zent Albsenti.,lead,prose,family,keyword:\bson\b,family,Neigunheit || Albsenti,cand_002594,He was a son of Zent Albsenti.,section=lead source=prose [HEAD] Neigunheit [/HEAD] He was a son of Zent [TAIL] Albsenti [/TAIL].,family,parsed,google/gemma-2-2b-it
Werdekraf,Ferdinand,"Shortly after the end of Hannelore's fourth year at the Royal Academy, Ehrenfest contacts Dunkelfelger to inform them of Ahrensbach committing treason and trying to kill Ferdinand, as well as their intentions to ally with Dunkelfelger to launch an assault, or as Rozemyne words it ""true ditter,"" to steal the enemy's foundation and rescue Ferdinand.",Part 5 Volume 8,prose,enemy_rival,"keyword:\benemy\b,\bkill(?:ed|s)?\b",enemy_rival,Werdekraf || Ferdinand,cand_002595,"Shortly after the end of Hannelore's fourth year at the Royal Academy, Ehrenfest contacts Dunkelfelger to inform them of Ahrensbach committing treason and trying to kill Ferdinand, as well as their intentions to ally with Dunkelfelger to launch an assault, or as Rozemyne words it ""true ditter,"" to steal the enemy's foundation and rescue Ferdinand.","section=Part 5 Volume 8 source=prose [HEAD] Werdekraf [/HEAD] Shortly after the end of Hannelore's fourth year at the Royal Academy, Ehrenfest contacts Dunkelfelger to inform them of Ahrensbach committing treason and trying to kill [TAIL] Ferdinand [/TAIL], as well as their intentions to ally with Dunkelfelger to launch an assault, or as Rozemyne words it ""true ditter,"" to steal the enemy's foundation and rescue Ferdinand.",enemy_rival,parsed,google/gemma-2-2b-it
Hassheit,Brigitte,"After hearing about Brigitte's circumstances, Rozemyne creates a new dress that flatters her body type more than the current fashion, hoping it will help her win a new fiancé in spite of her damaged reputation.",Story,prose,romantic,keyword:\bfianc[eé]\b,romantic,Hassheit || Brigitte,cand_002596,"After hearing about Brigitte's circumstances, Rozemyne creates a new dress that flatters her body type more than the current fashion, hoping it will help her win a new fiancé in spite of her damaged reputation.","section=Story source=prose [HEAD] Hassheit [/HEAD] After hearing about [TAIL] Brigitte [/TAIL]'s circumstances, Rozemyne creates a new dress that flatters her body type more than the current fashion, hoping it will help her win a new fiancé in spite of her damaged reputation.",romantic,parsed,google/gemma-2-2b-it
Rozemyne,Florencia,"She is baptized as the daughter of Karstedt and Elvira, and later adopted by Sylvester and Florencia as an archduke candidate of Ehrenfest.",lead,prose,family,keyword:\bdaughter\b,family,Rozemyne || Florencia,cand_002597,"She is baptized as the daughter of Karstedt and Elvira, and later adopted by Sylvester and Florencia as an archduke candidate of Ehrenfest.","section=lead source=prose [HEAD] Rozemyne [/HEAD] She is baptized as the daughter of Karstedt and Elvira, and later adopted by Sylvester and [TAIL] Florencia [/TAIL] as an archduke candidate of Ehrenfest.",family,parsed,google/gemma-2-2b-it
Georgine,Detlinde,"After Ferdinand's engagement to Detlinde is announced, Detlinde and Georgine visit Ehrenfest.",Part 4 Volume 9,prose,romantic,keyword:\bengagement\b,friend_ally,Georgine || Detlinde,cand_002598,"After Ferdinand's engagement to Detlinde is announced, Detlinde and Georgine visit Ehrenfest.","section=Part 4 Volume 9 source=prose After Ferdinand's engagement to [TAIL] Detlinde [/TAIL] is announced, Detlinde and [HEAD] Georgine [/HEAD] visit Ehrenfest.",friend_ally,parsed,google/gemma-2-2b-it
Previous Count Leisegang,Rozemyne,"To Rozemyne, the previous Giebe Leisegang appeared like a good-natured, doting grandpa, but one should not underestimate him.",Personality,prose,no_relation,keyword:none,family,Previous Count Leisegang || Rozemyne,cand_002599,"To Rozemyne, the previous Giebe Leisegang appeared like a good-natured, doting grandpa, but one should not underestimate him.","section=Personality source=prose [HEAD] Previous Count Leisegang [/HEAD] To [TAIL] Rozemyne [/TAIL], the previous Giebe Leisegang appeared like a good-natured, doting grandpa, but one should not underestimate him.",family,parsed,google/gemma-2-2b-it
Effa,Myne,"In addition to her work, Effa spent a lot of time caring for Myne, who was a very sickly child.",History,prose,no_relation,keyword:none,family,Effa || Myne,cand_002600,"In addition to her work, Effa spent a lot of time caring for Myne, who was a very sickly child.","section=History source=prose In addition to her work, [HEAD] Effa [/HEAD] spent a lot of time caring for [TAIL] Myne [/TAIL], who was a very sickly child.",family,parsed,google/gemma-2-2b-it
Erwaermen,Mestionora,"In the past, when there was enough mana available for Erwaermen to take on his Human-like shape at will, he would at times do so to converse with the people who came to the Garden of Beginnings, be they omni-elemental students obtaining their divine will, zent candidates being granted Mestionora's Wisdom or royals seeking to consult the gods on important decisions.",History,prose,no_relation,keyword:none,friend_ally,Erwaermen || Mestionora,cand_002601,"In the past, when there was enough mana available for Erwaermen to take on his Human-like shape at will, he would at times do so to converse with the people who came to the Garden of Beginnings, be they omni-elemental students obtaining their divine will, zent candidates being granted Mestionora's Wisdom or royals seeking to consult the gods on important decisions.","section=History source=prose In the past, when there was enough mana available for [HEAD] Erwaermen [/HEAD] to take on his Human-like shape at will, he would at times do so to converse with the people who came to the Garden of Beginnings, be they omni-elemental students obtaining their divine will, zent candidates being granted [TAIL] Mestionora [/TAIL]'s Wisdom or royals seeking to consult the gods on important decisions.",friend_ally,parsed,google/gemma-2-2b-it
Gieselfried,Detlinde,"Since the Aub successor has already been decided and they want to avoid strife within their duchy, they are looking for someone who lacks the ambition or standing to push Detlinde to try to take the title of Aub successor away from Letizia.",Part 4 Volume 4,prose,no_relation,keyword:none,enemy_rival,Gieselfried || Detlinde,cand_002602,"Since the Aub successor has already been decided and they want to avoid strife within their duchy, they are looking for someone who lacks the ambition or standing to push Detlinde to try to take the title of Aub successor away from Letizia.","section=Part 4 Volume 4 source=prose [HEAD] Gieselfried [/HEAD] Since the Aub successor has already been decided and they want to avoid strife within their duchy, they are looking for someone who lacks the ambition or standing to push [TAIL] Detlinde [/TAIL] to try to take the title of Aub successor away from Letizia.",enemy_rival,parsed,google/gemma-2-2b-it
Barthold,Veronica,"In the beginning of Rozemyne's third year at the Royal Academy, the students are informed about the coming purge of the Veronica faction.",Part 5 Volume 1,prose,no_relation,keyword:none,enemy_rival,Barthold || Veronica,cand_002603,"In the beginning of Rozemyne's third year at the Royal Academy, the students are informed about the coming purge of the Veronica faction.","section=Part 5 Volume 1 source=prose [HEAD] Barthold [/HEAD] In the beginning of Rozemyne's third year at the Royal Academy, the students are informed about the coming purge of the [TAIL] Veronica [/TAIL] faction.",enemy_rival,parsed,google/gemma-2-2b-it
Todd,Ferdinand,"After the Italian Restaurant successfully hosted Sylvester, Ferdinand purchased Rozemyne's recipes and hired Todd for a month to teach his chefs in the temple.",Story,prose,no_relation,keyword:none,service_retainer,Todd || Ferdinand,cand_002604,"After the Italian Restaurant successfully hosted Sylvester, Ferdinand purchased Rozemyne's recipes and hired Todd for a month to teach his chefs in the temple.","section=Story source=prose After the Italian Restaurant successfully hosted Sylvester, [TAIL] Ferdinand [/TAIL] purchased Rozemyne's recipes and hired [HEAD] Todd [/HEAD] for a month to teach his chefs in the temple.",service_retainer,parsed,google/gemma-2-2b-it
Todd,Myne,Todd was brought in as a third chef for Myne once Hugo and Ella had been trained enough.,Story,prose,no_relation,keyword:none,service_retainer,Todd || Myne,cand_002605,Todd was brought in as a third chef for Myne once Hugo and Ella had been trained enough.,section=Story source=prose [HEAD] Todd [/HEAD] was brought in as a third chef for [TAIL] Myne [/TAIL] once Hugo and Ella had been trained enough.,service_retainer,parsed,google/gemma-2-2b-it
Florencia,Melchior,"She is the mother of Wilfried, Charlotte, Melchior, and Henriette.",lead,prose,family,keyword:\bmother\b,family,Florencia || Melchior,cand_002606,"She is the mother of Wilfried, Charlotte, Melchior, and Henriette.","section=lead source=prose [HEAD] Florencia [/HEAD] She is the mother of Wilfried, Charlotte, [TAIL] Melchior [/TAIL], and Henriette.",family,parsed,google/gemma-2-2b-it
Adolphine,Hannelore,"She initially disregards Rozemyne as an archduke candidate from a middling duchy, instead advising her brother to focus on outperforming Hannelore of Dunkelfelger, whom they expect will come first in her year.",Story,prose,family,keyword:\bbrother\b,family,Adolphine || Hannelore,cand_002607,"She initially disregards Rozemyne as an archduke candidate from a middling duchy, instead advising her brother to focus on outperforming Hannelore of Dunkelfelger, whom they expect will come first in her year.","section=Story source=prose [HEAD] Adolphine [/HEAD] She initially disregards Rozemyne as an archduke candidate from a middling duchy, instead advising her brother to focus on outperforming [TAIL] Hannelore [/TAIL] of Dunkelfelger, whom they expect will come first in her year.",family,parsed,google/gemma-2-2b-it
Lieseleta,Rozemyne,It is also this act that made Lieseleta utterly convinced of Rozemyne's abilities.,History,prose,no_relation,keyword:none,romantic,Lieseleta || Rozemyne,cand_002608,It is also this act that made Lieseleta utterly convinced of Rozemyne's abilities.,section=History source=prose It is also this act that made [HEAD] Lieseleta [/HEAD] utterly convinced of [TAIL] Rozemyne [/TAIL]'s abilities.,romantic,parsed,google/gemma-2-2b-it
Schwartz and Weiss,Hortensia,"With the permission of Zent Trauerqual, Rozemyne pours this mana into the central magic tool of the library, which unexpectedly makes Rozemyne the master of Schwartz and Weiss again, until Hortensia can regain the mastership. |- |Hildebrand |Secondary |After receiving an accidental shock upon touching one of the shumils, Prince Hildebrand's retainers pointed out that as a member of the royalty, the prince should be the master of the magic tools.",Known Masters,prose,service_retainer,keyword:\bretainers\b,romantic,Schwartz and Weiss || Hortensia,cand_002609,"With the permission of Zent Trauerqual, Rozemyne pours this mana into the central magic tool of the library, which unexpectedly makes Rozemyne the master of Schwartz and Weiss again, until Hortensia can regain the mastership. |- |Hildebrand |Secondary |After receiving an accidental shock upon touching one of the shumils, Prince Hildebrand's retainers pointed out that as a member of the royalty, the prince should be the master of the magic tools.","section=Known Masters source=prose With the permission of Zent Trauerqual, Rozemyne pours this mana into the central magic tool of the library, which unexpectedly makes Rozemyne the master of [HEAD] Schwartz and Weiss [/HEAD] again, until [TAIL] Hortensia [/TAIL] can regain the mastership. |- |Hildebrand |Secondary |After receiving an accidental shock upon touching one of the shumils, Prince Hildebrand's retainers pointed out that as a member of the royalty, the prince should be the master of the magic tools.",romantic,parsed,google/gemma-2-2b-it
Veronica,Ferdinand,"Instead, she victimized herself and blamed it as Ferdinand and Rozemyne's conspiracy.",Personality,prose,no_relation,keyword:none,no_relation,Veronica || Ferdinand,cand_002610,"Instead, she victimized herself and blamed it as Ferdinand and Rozemyne's conspiracy.","section=Personality source=prose [HEAD] Veronica [/HEAD] Instead, she victimized herself and blamed it as [TAIL] Ferdinand [/TAIL] and Rozemyne's conspiracy.",no_relation,parsed,google/gemma-2-2b-it
Werdekraf,Ferdinand,"Since Ferdinand is eager to get this matter over with as soon as possible, the match will be held immediately, so they can be back in time to watch the second part of the ditter tournament, in which the apprentice knights of both duchies are participating.",Part 4 Volume 7,prose,no_relation,keyword:none,no_relation,Werdekraf || Ferdinand,cand_002611,"Since Ferdinand is eager to get this matter over with as soon as possible, the match will be held immediately, so they can be back in time to watch the second part of the ditter tournament, in which the apprentice knights of both duchies are participating.","section=Part 4 Volume 7 source=prose [HEAD] Werdekraf [/HEAD] Since [TAIL] Ferdinand [/TAIL] is eager to get this matter over with as soon as possible, the match will be held immediately, so they can be back in time to watch the second part of the ditter tournament, in which the apprentice knights of both duchies are participating.",no_relation,parsed,google/gemma-2-2b-it
Wilfried,Ortwin,"*Gewinnen: Wilfried is decently skilled in playing Gewinnen, able to match Ortwin from Drewanchel. *Highbeast: As per family tradition, Wilfried's highbeast takes the shape of a winged lion. *Mana Affinities: Wilfried has six elemental affinities.",Magical,prose,no_relation,keyword:none,friend_ally,Wilfried || Ortwin,cand_002612,"*Gewinnen: Wilfried is decently skilled in playing Gewinnen, able to match Ortwin from Drewanchel. *Highbeast: As per family tradition, Wilfried's highbeast takes the shape of a winged lion. *Mana Affinities: Wilfried has six elemental affinities.","section=Magical source=prose *Gewinnen: [HEAD] Wilfried [/HEAD] is decently skilled in playing Gewinnen, able to match [TAIL] Ortwin [/TAIL] from Drewanchel. *Highbeast: As per family tradition, Wilfried's highbeast takes the shape of a winged lion. *Mana Affinities: Wilfried has six elemental affinities.",friend_ally,parsed,google/gemma-2-2b-it
Ignaz,Charlotte,Due to the high profile of the project Wilfried and Charlotte decide to put Ignaz and Marianne - their respective head scholars - in charge of overseeing this.,Part 5 Volume 1,prose,service_retainer,keyword:\bscholars\b,service_retainer,Ignaz || Charlotte,cand_002613,Due to the high profile of the project Wilfried and Charlotte decide to put Ignaz and Marianne - their respective head scholars - in charge of overseeing this.,section=Part 5 Volume 1 source=prose Due to the high profile of the project Wilfried and [TAIL] Charlotte [/TAIL] decide to put [HEAD] Ignaz [/HEAD] and Marianne - their respective head scholars - in charge of overseeing this.,service_retainer,parsed,google/gemma-2-2b-it
Adolphine,Sigiswald,"Prince Anastasius renounces his claim to the throne, cementing Prince Sigiswald's right to become the next king and allowing Eglantine to accept Anastasius's proposal.",Part 4 Volume 5,prose,no_relation,keyword:none,romantic,Adolphine || Sigiswald,cand_002614,"Prince Anastasius renounces his claim to the throne, cementing Prince Sigiswald's right to become the next king and allowing Eglantine to accept Anastasius's proposal.","section=Part 4 Volume 5 source=prose [HEAD] Adolphine [/HEAD] Prince Anastasius renounces his claim to the throne, cementing Prince [TAIL] Sigiswald [/TAIL]'s right to become the next king and allowing Eglantine to accept Anastasius's proposal.",romantic,parsed,google/gemma-2-2b-it
Rozemary,Adelbert,"Infobox field family/Uncle: Adelbert (In-Law, Deceased)",infobox,infobox,family,infobox:family/Uncle,family,Rozemary || Adelbert,cand_002615,"Infobox field family/Uncle: Adelbert (In-Law, Deceased)","section=infobox source=infobox [HEAD] Rozemary [/HEAD] Infobox field family/Uncle: [TAIL] Adelbert [/TAIL] (In-Law, Deceased)",family,parsed,google/gemma-2-2b-it
Hirschur,Rozemyne,"She is practically obsessed with research, fitting the image of a ""mad scientist"" to a T in Rozemyne's opinion, even more so than Ferdinand.",Personality,prose,no_relation,keyword:none,no_relation,Hirschur || Rozemyne,cand_002616,"She is practically obsessed with research, fitting the image of a ""mad scientist"" to a T in Rozemyne's opinion, even more so than Ferdinand.","section=Personality source=prose [HEAD] Hirschur [/HEAD] She is practically obsessed with research, fitting the image of a ""mad scientist"" to a T in [TAIL] Rozemyne [/TAIL]'s opinion, even more so than Ferdinand.",no_relation,parsed,google/gemma-2-2b-it
Andrea,Rozemyne,"However, due to Rozemyne's must trusted retainers being mednobles and laynobles, a marriage with an archnoble girl like Andrea would not be possible.",Hannelore's Fifth Year at the Royal Academy,prose,romantic,keyword:\bmarriage\b,no_relation,Andrea || Rozemyne,cand_002617,"However, due to Rozemyne's must trusted retainers being mednobles and laynobles, a marriage with an archnoble girl like Andrea would not be possible.","section=Hannelore's Fifth Year at the Royal Academy source=prose However, due to [TAIL] Rozemyne [/TAIL]'s must trusted retainers being mednobles and laynobles, a marriage with an archnoble girl like [HEAD] Andrea [/HEAD] would not be possible.",no_relation,parsed,google/gemma-2-2b-it
Sidonius,Veronica,One and a half years after the wedding in winter Ehrenfest enacts a thorough purge of anyone associated with either the former Veronica faction or Georgine.,Part 5 Volume 4,prose,no_relation,keyword:none,romantic,Sidonius || Veronica,cand_002618,One and a half years after the wedding in winter Ehrenfest enacts a thorough purge of anyone associated with either the former Veronica faction or Georgine.,section=Part 5 Volume 4 source=prose [HEAD] Sidonius [/HEAD] One and a half years after the wedding in winter Ehrenfest enacts a thorough purge of anyone associated with either the former [TAIL] Veronica [/TAIL] faction or Georgine.,romantic,parsed,google/gemma-2-2b-it
Eckhart,Karstedt,"He is also the oldest child of Karstedt and Elvira and the older brother of Lamprecht, Cornelius, and Rozemyne.",lead,prose,family,keyword:\bbrother\b,family,Eckhart || Karstedt,cand_002619,"He is also the oldest child of Karstedt and Elvira and the older brother of Lamprecht, Cornelius, and Rozemyne.","section=lead source=prose [HEAD] Eckhart [/HEAD] He is also the oldest child of [TAIL] Karstedt [/TAIL] and Elvira and the older brother of Lamprecht, Cornelius, and Rozemyne.",family,parsed,google/gemma-2-2b-it
Christine,Wilma,"She was very resentful of both Wilma and Rosina. *While technically a member of the Veronica faction, due to her parentage and bad relationship with her father's first wife, Christine kept mostly in the background, rather than taking an active role in Ehrenfest's politics.",Trivia,prose,romantic,keyword:\bwife\b,family,Christine || Wilma,cand_002620,"She was very resentful of both Wilma and Rosina. *While technically a member of the Veronica faction, due to her parentage and bad relationship with her father's first wife, Christine kept mostly in the background, rather than taking an active role in Ehrenfest's politics.","section=Trivia source=prose She was very resentful of both [TAIL] Wilma [/TAIL] and Rosina. *While technically a member of the Veronica faction, due to her parentage and bad relationship with her father's first wife, [HEAD] Christine [/HEAD] kept mostly in the background, rather than taking an active role in Ehrenfest's politics.",family,parsed,google/gemma-2-2b-it
Previous Count Leisegang,Heidemarie,"Infobox field family/Relatives: Elvira (Granddaughter, In-Law) Trudeliede (Granddaughter, In-Law) Rozemary (Granddaughter-In-Law, Deceased) Heidemarie (Great-Granddaughter, In-Law, Deceased) Aurelia (Great-Granddaughter, In-Law)",infobox,infobox,family,infobox:family/Relatives,family,Previous Count Leisegang || Heidemarie,cand_002621,"Infobox field family/Relatives: Elvira (Granddaughter, In-Law) Trudeliede (Granddaughter, In-Law) Rozemary (Granddaughter-In-Law, Deceased) Heidemarie (Great-Granddaughter, In-Law, Deceased) Aurelia (Great-Granddaughter, In-Law)","section=infobox source=infobox [HEAD] Previous Count Leisegang [/HEAD] Infobox field family/Relatives: Elvira (Granddaughter, In-Law) Trudeliede (Granddaughter, In-Law) Rozemary (Granddaughter-In-Law, Deceased) [TAIL] Heidemarie [/TAIL] (Great-Granddaughter, In-Law, Deceased) Aurelia (Great-Granddaughter, In-Law)",family,parsed,google/gemma-2-2b-it
Ferdinand,Wilfried,"Infobox field family/Relatives: Karstedt (Cousin) Wilfried (Nephew) Rozemyne (Niece, Through Adoption) Charlotte (Niece) Melchior (Nephew) Henriette (Niece) Detlinde (Niece) Rudiger (Nephew)",infobox,infobox,family,infobox:family/Relatives,family,Ferdinand || Wilfried,cand_002622,"Infobox field family/Relatives: Karstedt (Cousin) Wilfried (Nephew) Rozemyne (Niece, Through Adoption) Charlotte (Niece) Melchior (Nephew) Henriette (Niece) Detlinde (Niece) Rudiger (Nephew)","section=infobox source=infobox [HEAD] Ferdinand [/HEAD] Infobox field family/Relatives: Karstedt (Cousin) [TAIL] Wilfried [/TAIL] (Nephew) Rozemyne (Niece, Through Adoption) Charlotte (Niece) Melchior (Nephew) Henriette (Niece) Detlinde (Niece) Rudiger (Nephew)",family,parsed,google/gemma-2-2b-it
Bonifatius,Cornelius,"Infobox field family/Offspring: Eckhart (Grandson) Lamprecht (Grandson) Cornelius (Grandson) Rozemyne (Granddaughter) Traugott (Grandson) Nikolaus (Grandson) Siegrecht (Great-Grandson, Lamprecht's Son)",infobox,infobox,family,infobox:family/Offspring,family,Bonifatius || Cornelius,cand_002623,"Infobox field family/Offspring: Eckhart (Grandson) Lamprecht (Grandson) Cornelius (Grandson) Rozemyne (Granddaughter) Traugott (Grandson) Nikolaus (Grandson) Siegrecht (Great-Grandson, Lamprecht's Son)","section=infobox source=infobox [HEAD] Bonifatius [/HEAD] Infobox field family/Offspring: Eckhart (Grandson) Lamprecht (Grandson) [TAIL] Cornelius [/TAIL] (Grandson) Rozemyne (Granddaughter) Traugott (Grandson) Nikolaus (Grandson) Siegrecht (Great-Grandson, Lamprecht's Son)",family,parsed,google/gemma-2-2b-it
Effa,Tuuli,Infobox field family/Daughter: Tuuli Myne,infobox,infobox,family,infobox:family/Daughter,family,Effa || Tuuli,cand_002624,Infobox field family/Daughter: Tuuli Myne,section=infobox source=infobox [HEAD] Effa [/HEAD] Infobox field family/Daughter: [TAIL] Tuuli [/TAIL] Myne,family,parsed,google/gemma-2-2b-it
Cornelius,Lamprecht,"As one of Rozemyne's older brothers, he is the third son of Karstedt and Elvira, the younger brother of Eckhart and Lamprecht.",lead,prose,family,"keyword:\bson\b,\bbrother\b",family,Cornelius || Lamprecht,cand_002625,"As one of Rozemyne's older brothers, he is the third son of Karstedt and Elvira, the younger brother of Eckhart and Lamprecht.","section=lead source=prose [HEAD] Cornelius [/HEAD] As one of Rozemyne's older brothers, he is the third son of Karstedt and Elvira, the younger brother of Eckhart and [TAIL] Lamprecht [/TAIL].",family,parsed,google/gemma-2-2b-it
Siegrecht,Heidemarie,"Infobox field family/Aunt: Rozemyne Heidemarie (In-Law, Deceased)",infobox,infobox,family,infobox:family/Aunt,family,Siegrecht || Heidemarie,cand_002626,"Infobox field family/Aunt: Rozemyne Heidemarie (In-Law, Deceased)","section=infobox source=infobox [HEAD] Siegrecht [/HEAD] Infobox field family/Aunt: Rozemyne [TAIL] Heidemarie [/TAIL] (In-Law, Deceased)",family,parsed,google/gemma-2-2b-it
Florencia,Wilfried,Infobox field family/Son: Wilfried Melchior,infobox,infobox,family,infobox:family/Son,family,Florencia || Wilfried,cand_002627,Infobox field family/Son: Wilfried Melchior,section=infobox source=infobox [HEAD] Florencia [/HEAD] Infobox field family/Son: [TAIL] Wilfried [/TAIL] Melchior,family,parsed,google/gemma-2-2b-it
Raimund,Hirschur,"Upon seeing what a huge mess the room is, Rozemyne's attendant Lieseleta scolds Hirschur about how unacceptable it was to accept a visitor of her lady's status to such a place and shows off a cleaning magic tool she brought along due to expecting such a situation.",Part 4 Volume 6,prose,service_retainer,keyword:\battendant\b,friend_ally,Raimund || Hirschur,cand_002628,"Upon seeing what a huge mess the room is, Rozemyne's attendant Lieseleta scolds Hirschur about how unacceptable it was to accept a visitor of her lady's status to such a place and shows off a cleaning magic tool she brought along due to expecting such a situation.","section=Part 4 Volume 6 source=prose [HEAD] Raimund [/HEAD] Upon seeing what a huge mess the room is, Rozemyne's attendant Lieseleta scolds [TAIL] Hirschur [/TAIL] about how unacceptable it was to accept a visitor of her lady's status to such a place and shows off a cleaning magic tool she brought along due to expecting such a situation.",friend_ally,parsed,google/gemma-2-2b-it
Mestionora,Flutrane,Infobox field family/Aunt: Flutrane Schutzaria,infobox,infobox,family,infobox:family/Aunt,family,Mestionora || Flutrane,cand_002629,Infobox field family/Aunt: Flutrane Schutzaria,section=infobox source=infobox [HEAD] Mestionora [/HEAD] Infobox field family/Aunt: [TAIL] Flutrane [/TAIL] Schutzaria,family,parsed,google/gemma-2-2b-it
